Feature ID	Taxon	Confidence
K09804	K09804; uncharacterized protein	1
K09805	K09805; uncharacterized protein	1
K09806	K09806; uncharacterized protein	1
K09807	K09807; uncharacterized protein	1
K09808	lolC_E; lipoprotein-releasing system permease protein	1
K09809	tagF; CDP-glycerol glycerophosphotransferase [EC:2.7.8.12]	1
K09810	lolD; lipoprotein-releasing system ATP-binding protein [EC:3.6.3.-]	1
K09811	ftsX; cell division transport system permease protein	1
K09812	ftsE; cell division transport system ATP-binding protein	1
K09815	znuA; zinc transport system substrate-binding protein	1
K09816	znuB; zinc transport system permease protein	1
K09817	znuC; zinc transport system ATP-binding protein [EC:3.6.3.-]	1
K09818	ABC.MN.S; manganese/iron transport system substrate-binding protein	1
K09819	ABC.MN.P; manganese/iron transport system permease protein	1
K09820	ABC.MN.A; manganese/iron transport system ATP-binding protein	1
K09823	zur; Fur family transcriptional regulator, zinc uptake regulator	1
K09824	virK; uncharacterized protein	1
K09825	perR; Fur family transcriptional regulator, peroxide stress response regulator	1
K09834	VTE1, SXD1; tocopherol cyclase [EC:5.5.1.24]	1
K09857	K09857; uncharacterized protein	1
K09858	K09858; SEC-C motif domain protein	1
K09861	K09861; uncharacterized protein	1
K09862	K09862; uncharacterized protein	1
K09880	mtnC, ENOPH1; enolase-phosphatase E1 [EC:3.1.3.77]	1
K09888	zapA; cell division protein ZapA	1
K09889	yjgA; ribosome-associated protein	1
K09890	arfA; alternative ribosome-rescue factor	1
K09891	K09891; uncharacterized protein	1
K09892	zapB; cell division protein ZapB	1
K09893	rraB; regulator of ribonuclease activity B	1
K09894	K09894; uncharacterized protein	1
K09895	K09895; uncharacterized protein	1
K09896	K09896; uncharacterized protein	1
K09897	K09897; uncharacterized protein	1
K09898	K09898; uncharacterized protein	1
K09899	K09899; uncharacterized protein	1
K09900	K09900; uncharacterized protein	1
K09901	K09901; uncharacterized protein	1
K09902	K09902; uncharacterized protein	1
K09903	pyrH; uridylate kinase [EC:2.7.4.22]	1
K09904	K09904; uncharacterized protein	1
K09906	epmC; elongation factor P hydroxylase [EC:1.14.-.-]	1
K09907	K09907; uncharacterized protein	1
K09908	K09908; uncharacterized protein	1
K09909	K09909; uncharacterized protein	1
K09910	K09910; uncharacterized protein	1
K09911	K09911; uncharacterized protein	1
K09913	ppnP; purine/pyrimidine-nucleoside phosphorylase [EC:2.4.2.1 2.4.2.2]	1
K09914	K09914; putative lipoprotein	1
K09915	K09915; uncharacterized protein	1
K09916	K09916; uncharacterized protein	1
K09917	K09917; uncharacterized protein	1
K09921	K09921; uncharacterized protein	1
K09923	K09923; uncharacterized protein	1
K09924	K09924; uncharacterized protein	1
K09925	K09925; uncharacterized protein	1
K09926	K09926; uncharacterized protein	1
K09929	K09929; uncharacterized protein	1
K09930	K09930; uncharacterized protein	1
K09935	K09935; uncharacterized protein	1
K09936	TC.BAT2; bacterial/archaeal transporter family-2 protein	1
K09939	K09939; uncharacterized protein	1
K09940	K09940; uncharacterized protein	1
K09943	K09943; uncharacterized protein	1
K09944	K09944; uncharacterized protein	1
K09945	K09945; uncharacterized protein	1
K09946	K09946; uncharacterized protein	1
K09949	K09949; uncharacterized protein	1
K09951	cas2; CRISPR-associated protein Cas2	1
K09952	csn1, cas9; CRISPR-associated endonuclease Csn1 [EC:3.1.-.-]	1
K09954	K09954; uncharacterized protein	1
K09956	K09956; uncharacterized protein	1
K09960	K09960; uncharacterized protein	1
K09961	K09961; uncharacterized protein	1
K09962	K09962; uncharacterized protein	1
K09963	K09963; uncharacterized protein	1
K09968	K09968; uncharacterized protein	1
K09972	aapP, bztD; general L-amino acid transport system ATP-binding protein [EC:3.6.3.-]	1
K09973	K09973; uncharacterized protein	1
K09974	K09974; uncharacterized protein	1
K09976	K09976; uncharacterized protein	1
K09977	K09977; uncharacterized protein	1
K09979	K09979; uncharacterized protein	1
K09987	K09987; uncharacterized protein	1
K09997	artI; arginine transport system substrate-binding protein	1
K09998	artM; arginine transport system permease protein	1
K09999	artQ; arginine transport system permease protein	1
K10000	artP; arginine transport system ATP-binding protein [EC:3.6.3.-]	1
K10002	gltK, aatM; glutamate/aspartate transport system permease protein	1
K10003	gltJ, aatQ; glutamate/aspartate transport system permease protein	1
K10004	gltL, aatP; glutamate/aspartate transport system ATP-binding protein [EC:3.6.3.-]	1
K10005	gluB; glutamate transport system substrate-binding protein	1
K10006	gluC; glutamate transport system permease protein	1
K10007	gluD; glutamate transport system permease protein	1
K10008	gluA; glutamate transport system ATP-binding protein [EC:3.6.3.-]	1
K10009	ABC.CYST.P; cystine transport system permease protein	1
K10010	ABC.CYST.A; cystine transport system ATP-binding protein [EC:3.6.3.-]	1
K10012	arnC, pmrF; undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase [EC:2.4.2.53]	1
K10013	ABC.ARG.S, argT; lysine/arginine/ornithine transport system substrate-binding protein	1
K10014	hisJ; histidine transport system substrate-binding protein	1
K10015	hisM; histidine transport system permease protein	1
K10016	hisQ; histidine transport system permease protein	1
K10026	queE; 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]	1
K10038	glnQ; glutamine transport system ATP-binding protein [EC:3.6.3.-]	1
K10039	ABC.GLN1.S; putative glutamine transport system substrate-binding protein	1
K10040	ABC.GLN1.P; putative glutamine transport system permease protein	1
K10041	ABC.GLN1.A; putative glutamine transport system ATP-binding protein [EC:3.6.3.-]	1
K10085	EDEM2; ER degradation enhancer, mannosidase alpha-like 2	1
K10094	cbiK; nickel transport protein	1
K10107	ABC-2.CPSE.P1; capsular polysaccharide transport system permease protein	1
K10108	malE; maltose/maltodextrin transport system substrate-binding protein	1
K10110	malG; maltose/maltodextrin transport system permease protein	1
K10111	malK, mtlK, thuK; multiple sugar transport system ATP-binding protein [EC:3.6.3.-]	1
K10112	msmX, msmK, malK, sugC, ggtA, msiK; multiple sugar transport system ATP-binding protein	1
K10117	msmE; raffinose/stachyose/melibiose transport system substrate-binding protein	1
K10118	msmF; raffinose/stachyose/melibiose transport system permease protein	1
K10119	msmG; raffinose/stachyose/melibiose transport system permease protein	1
K10120	K10120, msmE; fructooligosaccharide transport system substrate-binding protein	1
K10192	togB; oligogalacturonide transport system substrate-binding protein	1
K10194	togN; oligogalacturonide transport system permease protein	1
K10200	ABC.NGC.S; N-acetylglucosamine transport system substrate-binding protein	1
K10206	E2.6.1.83; LL-diaminopimelate aminotransferase [EC:2.6.1.83]	1
K10213	rihB; ribosylpyrimidine nucleosidase [EC:3.2.2.8]	1
K10232	aglE, ggtB; alpha-glucoside transport system substrate-binding protein	1
K10236	thuE; trehalose/maltose transport system substrate-binding protein	1
K10237	thuF, sugA; trehalose/maltose transport system permease protein	1
K10238	thuG, sugB; trehalose/maltose transport system permease protein	1
K10240	cebE; cellobiose transport system substrate-binding protein	1
K10241	cebF; cellobiose transport system permease protein	1
K10242	cebG; cellobiose transport system permease protein	1
K10254	ohyA, sph; oleate hydratase [EC:4.2.1.53]	1
K10255	FAD6, desA; acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.23 1.14.19.45]	1
K10257	FAD3, FAD7, FAD8, desB; acyl-lipid omega-3 desaturase [EC:1.14.19.25 1.14.19.35 1.14.19.36]	1
K10325	ASB3; ankyrin repeat and SOCS box protein 3	1
K10388	PLEC; plectin	1
K10439	rbsB; ribose transport system substrate-binding protein	1
K10440	rbsC; ribose transport system permease protein	1
K10441	rbsA; ribose transport system ATP-binding protein [EC:3.6.3.17]	1
K10534	NR; nitrate reductase (NAD(P)H) [EC:1.7.1.1 1.7.1.2 1.7.1.3]	1
K10536	aguA; agmatine deiminase [EC:3.5.3.12]	1
K10537	araF; L-arabinose transport system substrate-binding protein	1
K10538	araH; L-arabinose transport system permease protein	1
K10540	mglB; methyl-galactoside transport system substrate-binding protein	1
K10541	mglC; methyl-galactoside transport system permease protein	1
K10542	mglA; methyl-galactoside transport system ATP-binding protein [EC:3.6.3.17]	1
K10543	xylF; D-xylose transport system substrate-binding protein	1
K10544	xylH; D-xylose transport system permease protein	1
K10545	xylG; D-xylose transport system ATP-binding protein [EC:3.6.3.17]	1
K10546	ABC.GGU.S, chvE; putative multiple sugar transport system substrate-binding protein	1
K10547	ABC.GGU.P, gguB; putative multiple sugar transport system permease protein	1
K10548	ABC.GGU.A, gguA; putative multiple sugar transport system ATP-binding protein [EC:3.6.3.17]	1
K10552	frcB; fructose transport system substrate-binding protein	1
K10555	lsrB; AI-2 transport system substrate-binding protein	1
K10556	lsrC; AI-2 transport system permease protein	1
K10557	lsrD; AI-2 transport system permease protein	1
K10558	lsrA, ego; AI-2 transport system ATP-binding protein	1
K10561	rhaQ; rhamnose transport system permease protein	1
K10562	rhaT; rhamnose transport system ATP-binding protein [EC:3.6.3.17]	1
K10563	mutM, fpg; formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]	1
K10670	grdA; glycine/sarcosine/betaine reductase complex component A [EC:1.21.4.2 1.21.4.3 1.21.4.4]	1
K10672	grdB; glycine reductase complex component B subunit gamma [EC:1.21.4.2]	1
K10673	strA; streptomycin 3"-kinase [EC:2.7.1.87]	1
K10677	E4.2.2.17; inulin fructotransferase (DFA-I-forming) [EC:4.2.2.17]	1
K10678	nfsA; nitroreductase [EC:1.-.-.-]	1
K10679	nfnB, nfsB; nitroreductase / dihydropteridine reductase [EC:1.-.-.- 1.5.1.34]	1
K10681	saeS; two-component system, OmpR family, sensor histidine kinase SaeS [EC:2.7.13.3]	1
K10682	saeR; two-component system, OmpR family, response regulator SaeR	1
K10701	apc; acetophenone carboxylase [EC:6.4.1.8]	1
K10716	kch, trkA, mthK, pch; voltage-gated potassium channel	1
K10747	LIG1; DNA ligase 1 [EC:6.5.1.1 6.5.1.6 6.5.1.7]	1
K10748	tus, tau; DNA replication terminus site-binding protein	1
K10763	hda; DnaA-homolog protein	1
K10773	NTH; endonuclease III [EC:4.2.99.18]	1
K10778	ada; AraC family transcriptional regulator, regulatory protein of adaptative response / methylated-DNA-[protein]-cysteine methyltransferase [EC:2.1.1.63]	1
K10779	ATRX; transcriptional regulator ATRX [EC:3.6.4.12]	1
K10805	tesB; acyl-CoA thioesterase II [EC:3.1.2.-]	1
K10806	yciA; acyl-CoA thioesterase YciA [EC:3.1.2.-]	1
K10823	oppF; oligopeptide transport system ATP-binding protein	1
K10824	nikE; nickel transport system ATP-binding protein [EC:3.6.3.24]	1
K10857	exoX; exodeoxyribonuclease X [EC:3.1.11.-]	1
K10907	K10907; aminotransferase [EC:2.6.1.-]	1
K10909	luxQ; two-component system, autoinducer 2 sensor kinase/phosphatase LuxQ [EC:2.7.13.3 3.1.3.-]	1
K10910	luxP; autoinducer 2-binding periplasmic protein LuxP	1
K10914	crp; CRP/FNR family transcriptional regulator, cyclic AMP receptor protein	1
K10940	ompT; outer membrane protein OmpT	1
K10947	padR; PadR family transcriptional regulator, regulatory protein PadR	1
K10954	zot; zona occludens toxin	1
K10974	codB; cytosine permease	1
K10977	aksA; methanogen homocitrate synthase [EC:2.3.3.14 2.3.3.-]	1
K11003	hlyD, cyaD; hemolysin D	1
K11004	hlyB, cyaB; ATP-binding cassette, subfamily B, bacterial HlyB/CyaB	1
K11008	cnf1; cytotoxic necrotizing factor 1	1
K11023	ptxA, artA; pertussis toxin subunit 1 [EC:2.4.2.-]	1
K11031	slo; thiol-activated cytolysin	1
K11041	eta; exfoliative toxin A/B	1
K11045	cfa; cAMP factor	1
K11050	ABC-2.CYL.A, cylA; multidrug/hemolysin transport system ATP-binding protein	1
K11051	ABC-2.CYL.P, cylB; multidrug/hemolysin transport system permease protein	1
K11065	tpx; thiol peroxidase, atypical 2-Cys peroxiredoxin [EC:1.11.1.15]	1
K11066	E3.5.1.28D, amiD; N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	1
K11068	hlyIII; hemolysin III	1
K11069	potD; spermidine/putrescine transport system substrate-binding protein	1
K11070	potC; spermidine/putrescine transport system permease protein	1
K11071	potB; spermidine/putrescine transport system permease protein	1
K11072	potA; spermidine/putrescine transport system ATP-binding protein [EC:3.6.3.31]	1
K11073	potF; putrescine transport system substrate-binding protein	1
K11074	potI; putrescine transport system permease protein	1
K11075	potH; putrescine transport system permease protein	1
K11076	potG; putrescine transport system ATP-binding protein	1
K11081	phnS; 2-aminoethylphosphonate transport system substrate-binding protein	1
K11082	phnV; 2-aminoethylphosphonate transport system permease protein	1
K11083	phnU; 2-aminoethylphosphonate transport system permease protein	1
K11085	msbA; ATP-binding cassette, subfamily B, bacterial MsbA [EC:3.6.3.-]	1
K11089	TROVE2, SSA2; 60 kDa SS-A/Ro ribonucleoprotein	1
K11102	gltP, gltT; proton glutamate symport protein	1
K11103	dctA; aerobic C4-dicarboxylate transport protein	1
K11105	cvrA, nhaP2; cell volume regulation protein A	1
K11107	yfaE; ferredoxin	1
K11144	dnaI; primosomal protein DnaI	1
K11145	K11145; ribonuclease III family protein [EC:3.1.26.-]	1
K11175	purN; phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2]	1
K11176	purO; IMP cyclohydrolase [EC:3.5.4.10]	1
K11179	tusE, dsrC; tRNA 2-thiouridine synthesizing protein E [EC:2.8.1.-]	1
K11183	PTS-HPR.FRUB, fruB, fpr; phosphocarrier protein FPr	1
K11189	PTS-HPR; phosphocarrier protein	1
K11202	PTS-Fru2-EIIB; PTS system, fructose-specific IIB-like component [EC:2.7.1.-]	1
K11208	yncG; GST-like protein	1
K11209	yghU, yfcG; GSH-dependent disulfide-bond oxidoreductase [EC:1.8.4.-]	1
K11211	kdkA; 3-deoxy-D-manno-octulosonic acid kinase [EC:2.7.1.166]	1
K11216	lsrK; autoinducer-2 kinase [EC:2.7.1.189]	1
K11249	eamB; cysteine/O-acetylserine efflux protein	1
K11250	leuE; leucine efflux protein	1
K11258	ilvM; acetolactate synthase II small subunit [EC:2.2.1.6]	1
K11263	bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]	1
K11312	K11312; cupin 2 domain-containing protein	1
K11323	JMJD6; histone arginine demethylase JMJD6 [EC:1.14.11.-]	1
K11356	cikA; two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]	1
K11358	yhdR; aspartate aminotransferase [EC:2.6.1.1]	1
K11382	pgtP; MFS transporter, OPA family, phosphoglycerate transporter protein	1
K11389	gapor; glyceraldehyde-3-phosphate dehydrogenase (ferredoxin) [EC:1.2.7.6]	1
K11391	rlmG; 23S rRNA (guanine1835-N2)-methyltransferase [EC:2.1.1.174]	1
K11392	rsmF; 16S rRNA (cytosine1407-C5)-methyltransferase [EC:2.1.1.178]	1
K11473	glcF; glycolate oxidase iron-sulfur subunit	1
K11522	pixG; two-component system, chemotaxis family, response regulator PixG	1
K11524	pixI; positive phototaxis protein PixI	1
K11525	pixJ; methyl-accepting chemotaxis protein PixJ	1
K11526	pixL; two-component system, chemotaxis family, sensor histidine kinase and response regulator PixL	1
K11530	lsrG; (4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase [EC:5.3.1.32]	1
K11531	lsrR; lsr operon transcriptional repressor	1
K11534	deoR; DeoR family transcriptional regulator, deoxyribose operon repressor	1
K11535	nupC; nucleoside transport protein	1
K11537	xapB; MFS transporter, NHS family, xanthosine permease	1
K11601	mntC; manganese transport system substrate-binding protein	1
K11602	mntB; manganese transport system permease protein	1
K11603	mntA; manganese transport system ATP-binding protein	1
K11604	sitA; manganese/iron transport system substrate-binding protein	1
K11605	sitC; manganese/iron transport system permease protein	1
K11606	sitD; manganese/iron transport system permease protein	1
K11607	sitB; manganese/iron transport system ATP-binding protein	1
K11617	liaS; two-component system, NarL family, sensor histidine kinase LiaS [EC:2.7.13.3]	1
K11618	liaR; two-component system, NarL family, response regulator LiaR	1
K11643	CHD4, MI2B; chromodomain-helicase-DNA-binding protein 4 [EC:3.6.4.12]	1
K11645	fbaB; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]	1
K11688	dctP; C4-dicarboxylate-binding protein DctP	1
K11690	dctM; C4-dicarboxylate transporter, DctM subunit	1
K11704	mtsA; iron/zinc/manganese/copper transport system substrate-binding protein	1
K11705	mtsC; iron/zinc/manganese/copper transport system permease protein	1
K11706	mtsB; iron/zinc/manganese/copper transport system ATP-binding protein	1
K11707	troA, mntA, znuA; manganese/zinc/iron transport system substrate-binding protein	1
K11708	troC, mntC, znuB; manganese/zinc/iron transport system permease protein	1
K11709	troD, mntD, znuB; manganese/zinc/iron transport system permease protein	1
K11710	troB, mntB, znuC; manganese/zinc/iron transport system ATP- binding protein	1
K11717	sufS; cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16]	1
K11719	lptC; lipopolysaccharide export system protein LptC	1
K11720	lptG; lipopolysaccharide export system permease protein	1
K11732	pheP; phenylalanine-specific permease	1
K11733	lysP; lysine-specific permease	1
K11734	aroP; aromatic amino acid transport protein AroP	1
K11735	gabP; GABA permease	1
K11737	cycA; D-serine/D-alanine/glycine transporter	1
K11738	ansP; L-asparagine permease	1
K11741	sugE; quaternary ammonium compound-resistance protein SugE	1
K11744	tqsA; AI-2 transport protein TqsA	1
K11745	kefC; glutathione-regulated potassium-efflux system ancillary protein KefC	1
K11746	kefF; glutathione-regulated potassium-efflux system ancillary protein KefF	1
K11747	kefB; glutathione-regulated potassium-efflux system protein KefB	1
K11748	kefG; glutathione-regulated potassium-efflux system ancillary protein KefG	1
K11749	rseP; regulator of sigma E protease [EC:3.4.24.-]	1
K11750	frsA; esterase FrsA [EC:3.1.-.-]	1
K11751	ushA; 5'-nucleotidase / UDP-sugar diphosphatase [EC:3.1.3.5 3.6.1.45]	1
K11752	ribD; diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]	1
K11753	ribF; riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2]	1
K11754	folC; dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17]	1
K11755	hisIE; phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase [EC:3.6.1.31 3.5.4.19]	1
K11782	mqnA; chorismate dehydratase [EC:4.2.1.151]	1
K11783	mqnB; futalosine hydrolase [EC:3.2.2.26]	1
K11784	mqnC; cyclic dehypoxanthinyl futalosine synthase [EC:1.21.98.1]	1
K11785	mqnD; 1,4-dihydroxy-6-naphthoate synthase [EC:1.14.-.-]	1
K11892	impK, ompA, vasF, dotU; type VI secretion system protein ImpK	1
K11893	impJ, vasE; type VI secretion system protein ImpJ	1
K11895	impH, vasB; type VI secretion system protein ImpH	1
K11900	impC; type VI secretion system protein ImpC	1
K11901	impB; type VI secretion system protein ImpB	1
K11903	hcp; type VI secretion system secreted protein Hcp	1
K11905	K11905; type VI secretion system protein	1
K11906	vasD, lip; type VI secretion system protein VasD	1
K11910	vasJ; type VI secretion system protein VasJ	1
K11921	cynR; LysR family transcriptional regulator, cyn operon transcriptional activator	1
K11925	sgrR; SgrR family transcriptional regulator	1
K11926	crl; sigma factor-binding protein Crl	1
K11927	rhlE; ATP-dependent RNA helicase RhlE [EC:3.6.4.13]	1
K11928	putP; sodium/proline symporter	1
K11932	uspG; universal stress protein G	1
K11938	cof; HMP-PP phosphatase [EC:3.6.1.-]	1
K11939	rhtA; inner membrane transporter RhtA	1
K11940	hspQ; heat shock protein HspQ	1
K11941	mdoC; glucans biosynthesis protein C [EC:2.1.-.-]	1
K11950	cmpA; bicarbonate transport system substrate-binding protein	1
K11951	cmpB; bicarbonate transport system permease protein	1
K11952	cmpC; bicarbonate transport system ATP-binding protein [EC:3.6.3.-]	1
K11953	cmpD; bicarbonate transport system ATP-binding protein [EC:3.6.3.-]	1
K11954	K11954, natB; neutral amino acid transport system substrate-binding protein	1
K11955	natC; neutral amino acid transport system permease protein	1
K11957	K11957, natA; neutral amino acid transport system ATP-binding protein	1
K11959	urtA; urea transport system substrate-binding protein	1
K11961	urtC; urea transport system permease protein	1
K11962	urtD; urea transport system ATP-binding protein	1
K11963	urtE; urea transport system ATP-binding protein	1
K11991	tadA; tRNA(adenine34) deaminase [EC:3.5.4.33]	1
K11996	MOCS3, UBA4; adenylyltransferase and sulfurtransferase [EC:2.7.7.80 2.8.1.11]	1
K12055	K12055, parA; chromosome partitioning related protein ParA	1
K12057	traF; conjugal transfer pilus assembly protein TraF	1
K12058	traN; conjugal transfer mating pair stabilization protein TraN	1
K12059	trbC; conjugal transfer pilus assembly protein TrbC	1
K12060	traU; conjugal transfer pilus assembly protein TraU	1
K12061	traW; conjugal transfer pilus assembly protein TraW	1
K12062	trbI; conjugal transfer pilin signal peptidase TrbI	1
K12063	traC; conjugal transfer ATP-binding protein TraC	1
K12064	traV; conjugal transfer pilus assembly protein TraV	1
K12065	traB; conjugal transfer pilus assembly protein TraB	1
K12066	traK; conjugal transfer pilus assembly protein TraK	1
K12067	traE; conjugal transfer pilus assembly protein TraE	1
K12068	traL; conjugal transfer pilus assembly protein TraL	1
K12071	traD; conjugal transfer pilus assembly protein TraD	1
K12072	traH; conjugative transfer pilus assembly protein TraH	1
K12097	cag12; cag pathogenicity island protein 12	1
K12136	hyfA; hydrogenase-4 component A [EC:1.-.-.-]	1
K12137	hyfB; hydrogenase-4 component B [EC:1.-.-.-]	1
K12138	hyfC; hydrogenase-4 component C [EC:1.-.-.-]	1
K12139	hyfD; hydrogenase-4 component D [EC:1.-.-.-]	1
K12140	hyfE; hydrogenase-4 component E [EC:1.-.-.-]	1
K12141	hyfF; hydrogenase-4 component F [EC:1.-.-.-]	1
K12142	hyfG; hydrogenase-4 component G [EC:1.-.-.-]	1
K12143	hyfH; hydrogenase-4 component H	1
K12144	hyfI; hydrogenase-4 component I [EC:1.-.-.-]	1
K12145	hyfJ; hydrogenase-4 component J [EC:1.-.-.-]	1
K12147	msyB; acidic protein MsyB	1
K12152	nudJ; phosphatase NudJ [EC:3.6.1.-]	1
K12238	pchD; pyochelin biosynthesis protein PchD	1
K12240	pchF; pyochelin synthetase	1
K12241	pchG; pyochelin biosynthetic protein PchG	1
K12251	aguB; N-carbamoylputrescine amidase [EC:3.5.1.53]	1
K12257	secDF; SecD/SecF fusion protein	1
K12262	cybB; cytochrome b561	1
K12265	norW; nitric oxide reductase FlRd-NAD(+) reductase [EC:1.18.1.-]	1
K12266	norR; anaerobic nitric oxide reductase transcription regulator	1
K12267	msrAB; peptide methionine sulfoxide reductase msrA/msrB [EC:1.8.4.11 1.8.4.12]	1
K12268	asp1; accessory secretory protein Asp1	1
K12269	asp2; accessory secretory protein Asp2	1
K12270	asp3; accessory secretory protein Asp3	1
K12277	mshF; MSHA biogenesis protein MshF	1
K12291	hofP; pilus assembly protein HofP	1
K12292	comA; ATP-binding cassette, subfamily C, bacterial, competence factor transporting protein [EC:3.4.22.-]	1
K12293	comB; competence factor transport accessory protein ComB	1
K12294	comD; two-component system, LytTR family, sensor histidine kinase ComD [EC:2.7.13.3]	1
K12295	comE; two-component system, LytTR family, response regulator ComE	1
K12296	comX1_2; competence protein ComX	1
K12297	rlmL, rlmK; 23S rRNA (guanine2445-N2)-methyltransferase / 23S rRNA (guanine2069-N7)-methyltransferase [EC:2.1.1.173 2.1.1.264]	1
K12304	CANT1; soluble calcium-activated nucleotidase 1 [EC:3.6.1.6]	1
K12308	bgaB, lacA; beta-galactosidase [EC:3.2.1.23]	1
K12339	cysM; cysteine synthase B [EC:2.5.1.47]	1
K12340	tolC; outer membrane protein	1
K12349	ASAH2; neutral ceramidase [EC:3.5.1.23]	1
K12368	dppA; dipeptide transport system substrate-binding protein	1
K12369	dppB; dipeptide transport system permease protein	1
K12370	dppC; dipeptide transport system permease protein	1
K12371	dppD; dipeptide transport system ATP-binding protein	1
K12372	dppF; dipeptide transport system ATP-binding protein	1
K12373	HEXA_B; hexosaminidase [EC:3.2.1.52]	1
K12410	npdA; NAD-dependent deacetylase [EC:3.5.1.-]	1
K12431	pks2; polyketide synthase 2	1
K12446	E2.7.1.46; L-arabinokinase [EC:2.7.1.46]	1
K12452	ascC, ddhC, rfbH; CDP-4-dehydro-6-deoxyglucose reductase, E1 [EC:1.17.1.1]	1
K12453	rfbS; CDP-paratose synthetase [EC:1.1.1.342]	1
K12454	rfbE; CDP-paratose 2-epimerase [EC:5.1.3.10]	1
K12460	KIDINS220, ARMS; ankyrin repeat-rich membrane spanning protein	1
K12500	tesC; thioesterase III [EC:3.1.2.-]	1
K12503	E2.5.1.68; short-chain Z-isoprenyl diphosphate synthase [EC:2.5.1.68]	1
K12506	ispDF; 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase / 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:2.7.7.60 4.6.1.12]	1
K12507	fadK; acyl-CoA synthetase [EC:6.2.1.-]	1
K12510	tadB; tight adherence protein B	1
K12511	tadC; tight adherence protein C	1
K12524	thrA; bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3]	1
K12525	metL; bifunctional aspartokinase / homoserine dehydrogenase 2 [EC:2.7.2.4 1.1.1.3]	1
K12527	ygfK; putative selenate reductase [EC:1.97.1.9]	1
K12542	lapC; membrane fusion protein, adhesin transport system	1
K12544	rsaA; S-layer protein	1
K12554	murN; alanine adding enzyme [EC:2.3.2.-]	1
K12555	pbp2A; penicillin-binding protein 2A [EC:2.4.1.129 3.4.16.4]	1
K12556	pbp2X; penicillin-binding protein 2X	1
K12573	rnr, vacB; ribonuclease R [EC:3.1.-.-]	1
K12574	rnj; ribonuclease J [EC:3.1.-.-]	1
K12660	rhmA; 2-dehydro-3-deoxy-L-rhamnonate aldolase [EC:4.1.2.53]	1
K12661	LRA3, yfaW; L-rhamnonate dehydratase [EC:4.2.1.90]	1
K12684	esp, sigA, sepA; serine protease autotransporter [EC:3.4.21.-]	1
K12700	rihC; non-specific riboncleoside hydrolase [EC:3.2.-.-]	1
K12706	novC; novobiocin biosynthesis protein NovC	1
K12710	novU; C-methyltransferase [EC:2.1.1.-]	1
K12712	novP, cloP, couP; demethyldecarbamoylnovobiocin O-methyltransferase [EC:2.1.1.285]	1
K12940	abgA; aminobenzoyl-glutamate utilization protein A	1
K12942	abgT; aminobenzoyl-glutamate transport protein	1
K12944	nudI; nucleoside triphosphatase [EC:3.6.1.-]	1
K12945	nudK; GDP-mannose pyrophosphatase NudK [EC:3.6.1.-]	1
K12952	ctpE; cation-transporting P-type ATPase E [EC:3.6.3.-]	1
K12954	ctpG; cation-transporting P-type ATPase G [EC:3.6.3.-]	1
K12960	mtaD; 5-methylthioadenosine/S-adenosylhomocysteine deaminase [EC:3.5.4.31 3.5.4.28]	1
K12961	diaA; DnaA initiator-associating protein	1
K12962	arnE; undecaprenyl phosphate-alpha-L-ara4N flippase subunit ArnE	1
K12972	ghrA; glyoxylate/hydroxypyruvatereductase [EC:1.1.1.79 1.1.1.81]	1
K12973	pagP, crcA; lipid IVA palmitoyltransferase [EC:2.3.1.251]	1
K12979	lpxO; beta-hydroxylase [EC:1.14.11.-]	1
K12982	opsX; heptosyltransferase I [EC:2.4.-.-]	1
K12984	waaE, kdtX; (heptosyl)LPS beta-1,4-glucosyltransferase [EC:2.4.1.-]	1
K12990	rfbF, rhlC; rhamnosyltransferase [EC:2.4.1.-]	1
K12992	rfbN; rhamnosyltransferase [EC:2.4.1.-]	1
K12996	rgpA; rhamnosyltransferase [EC:2.4.1.-]	1
K12997	rgpB; rhamnosyltransferase [EC:2.4.1.-]	1
K12998	rgpE; glucosyltransferase [EC:2.4.1.-]	1
K13004	wbtD; galacturonosyltransferase [EC:2.4.1.-]	1
